asset_id,asset_type,department,section_id,location,criticality,condition_score,traffic_load,age_years,installation_date,last_maintenance_date
AST-S_A-0392,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-4.9,5,78.4,45.64,8,2018-03-01,2025-11-01
AST-TRA-0393,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-4.9,4,72.8,34.92,14,2012-03-01,2026-01-18
AST-ENG-0394,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-4.9,3,69.8,33.21,11,2015-03-02,2026-01-20
AST-S_A-0395,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-4.9,5,64.9,41.72,7,2019-03-02,2025-10-31
AST-TRA-0396,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-4.9,2,81.1,34.15,19,2007-03-02,2026-01-10
AST-ENG-0397,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-4.9,5,71.4,39.38,18,2008-03-01,2026-01-04
AST-S_A-0398,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-4.9,4,95.1,40.21,4,2022-03-01,2025-11-04
AST-TRA-0399,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-4.9,4,70.2,41.65,4,2022-03-01,2025-11-06
AST-ENG-0400,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-5.0,4,76.6,29.73,25,2001-03-01,2026-01-09
AST-S_A-0401,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-5.0,4,73.5,43.21,12,2014-03-01,2025-09-09
AST-TRA-0402,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-5.0,4,89.2,46.56,24,2002-03-01,2025-11-25
AST-ENG-0403,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-5.0,4,92.6,29.44,14,2012-03-01,2025-12-09
AST-S_A-0404,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-5.0,4,68.2,37.87,14,2012-03-01,2025-11-29
AST-TRA-0405,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-5.0,4,81.0,32.34,25,2001-03-01,2026-01-22
AST-ENG-0406,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-5.0,2,80.7,43.38,14,2012-03-01,2025-10-16
AST-S_A-0407,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-5.0,4,76.5,46.82,1,2025-03-01,2025-09-08
AST-TRA-0408,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-5.1,4,82.4,40.83,8,2018-03-01,2025-12-08
AST-ENG-0409,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-5.1,3,82.8,38.0,19,2007-03-02,2026-01-20
AST-S_A-0410,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-5.1,5,58.5,32.48,19,2007-03-02,2025-12-29
AST-TRA-0411,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-5.1,3,73.4,47.87,7,2019-03-02,2026-02-13
AST-ENG-0412,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-5.1,4,75.4,45.2,11,2015-03-02,2025-09-14
AST-S_A-0413,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-5.1,4,69.2,34.06,6,2020-03-01,2025-09-13
AST-TRA-0414,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-5.1,5,69.2,46.12,15,2011-03-02,2025-10-06
AST-ENG-0415,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-5.1,3,82.1,39.22,7,2019-03-02,2026-01-17
AST-S_A-0416,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-5.2,4,75.4,42.98,21,2005-03-01,2025-12-21
AST-TRA-0417,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-5.2,2,86.8,45.01,9,2017-03-01,2025-09-05
AST-ENG-0418,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-5.2,3,78.3,39.08,5,2021-03-01,2026-02-11
AST-S_A-0419,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-5.2,3,80.3,33.5,8,2018-03-01,2025-10-24
AST-TRA-0420,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-5.2,2,71.1,28.43,1,2025-03-01,2025-09-27
AST-ENG-0421,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-5.2,4,84.6,36.86,4,2022-03-01,2025-12-13
AST-S_A-0422,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-5.2,5,80.9,28.22,14,2012-03-01,2026-01-16
AST-TRA-0423,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-5.2,4,80.4,32.06,23,2003-03-02,2025-10-04
AST-ENG-0424,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-5.3,4,66.1,47.06,22,2004-03-01,2025-11-25
AST-S_A-0425,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-5.3,4,92.3,32.49,8,2018-03-01,2025-10-16
AST-TRA-0426,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-5.3,3,73.4,28.37,9,2017-03-01,2025-12-04
AST-ENG-0427,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-5.3,4,80.0,44.21,17,2009-03-01,2026-01-09
AST-S_A-0428,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-5.3,2,70.2,40.07,18,2008-03-01,2026-01-05
AST-TRA-0429,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-5.3,3,62.5,36.28,2,2024-03-01,2026-02-01
AST-ENG-0430,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-5.3,5,72.5,32.03,16,2010-03-01,2025-09-14
AST-S_A-0431,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-5.3,5,66.4,28.24,1,2025-03-01,2025-09-23
AST-TRA-0432,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-5.4,5,82.4,47.41,5,2021-03-01,2025-11-16
AST-ENG-0433,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-5.4,5,89.9,40.29,2,2024-03-01,2025-11-27
AST-S_A-0434,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-5.4,4,74.8,42.8,18,2008-03-01,2026-02-02
AST-TRA-0435,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-5.4,5,89.3,38.2,19,2007-03-02,2025-11-17
AST-ENG-0436,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-5.4,5,67.8,35.38,25,2001-03-01,2026-01-17
AST-S_A-0437,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-5.4,4,69.4,42.68,6,2020-03-01,2026-01-29
AST-TRA-0438,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-5.4,5,77.7,45.03,20,2006-03-01,2026-01-06
AST-ENG-0439,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-5.4,5,78.9,41.86,16,2010-03-01,2025-10-31
AST-S_A-0440,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-5.5,3,60.0,41.48,22,2004-03-01,2025-12-20
AST-TRA-0441,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-5.5,4,78.6,33.7,2,2024-03-01,2025-11-22
AST-ENG-0442,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-5.5,5,80.2,44.85,1,2025-03-01,2025-12-03
AST-S_A-0443,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-5.5,4,72.1,45.7,24,2002-03-01,2025-10-24
AST-TRA-0444,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-5.5,2,75.6,41.75,4,2022-03-01,2026-02-07
AST-ENG-0445,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-5.5,2,73.7,36.29,8,2018-03-01,2025-11-17
AST-S_A-0446,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-5.5,3,79.0,40.29,8,2018-03-01,2025-12-15
AST-TRA-0447,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-5.5,2,80.2,32.97,17,2009-03-01,2025-12-21
AST-ENG-0448,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-5.6,3,72.4,35.56,22,2004-03-01,2025-11-19
AST-S_A-0449,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-5.6,2,80.0,34.9,15,2011-03-02,2025-09-27
AST-TRA-0450,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-5.6,2,81.9,46.85,9,2017-03-01,2026-02-11
AST-ENG-0451,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-5.6,5,81.9,43.75,16,2010-03-01,2025-11-24
AST-S_A-0452,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-5.6,5,99.5,28.85,10,2016-03-01,2025-12-03
AST-TRA-0453,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-5.6,2,64.0,47.75,14,2012-03-01,2026-01-14
AST-ENG-0454,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-5.6,4,89.9,34.48,1,2025-03-01,2025-11-27
AST-S_A-0455,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-5.6,4,77.9,46.91,25,2001-03-01,2025-09-05
AST-TRA-0456,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-5.7,4,71.4,36.47,1,2025-03-01,2025-09-14
AST-ENG-0457,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-5.7,5,79.3,38.09,13,2013-03-01,2025-10-18
AST-S_A-0458,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-5.7,4,83.7,45.11,22,2004-03-01,2025-12-12
AST-TRA-0459,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-5.7,5,73.1,34.03,14,2012-03-01,2026-01-13
AST-ENG-0460,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-5.7,3,85.4,41.6,12,2014-03-01,2026-01-16
AST-S_A-0461,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-5.7,3,87.2,34.98,17,2009-03-01,2025-12-26
AST-TRA-0462,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-5.7,4,64.2,45.05,2,2024-03-01,2025-11-12
AST-ENG-0463,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-5.7,5,66.8,28.78,6,2020-03-01,2025-11-13
AST-S_A-0464,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-5.8,2,99.5,42.94,9,2017-03-01,2026-01-24
AST-TRA-0465,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-5.8,5,59.9,42.21,21,2005-03-01,2025-12-08
AST-ENG-0466,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-5.8,5,95.2,31.26,3,2023-03-02,2025-11-21
AST-S_A-0467,InsulatedJoint,S_AND_T,SEC-RKMP-BPL,KM-5.8,3,87.6,28.28,14,2012-03-01,2026-02-02
AST-TRA-0468,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-5.8,3,74.6,30.16,19,2007-03-02,2026-01-06
AST-ENG-0469,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-5.8,2,72.3,31.86,7,2019-03-02,2025-09-17
AST-S_A-0470,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-5.8,3,56.4,34.56,9,2017-03-01,2026-01-31
AST-TRA-0471,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-5.8,3,79.6,47.82,1,2025-03-01,2025-12-19
AST-ENG-0472,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-5.9,4,73.3,34.29,1,2025-03-01,2025-10-10
AST-S_A-0473,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-5.9,5,79.3,36.69,20,2006-03-01,2026-01-25
AST-TRA-0474,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-5.9,5,86.7,46.58,13,2013-03-01,2026-01-30
AST-ENG-0475,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-5.9,5,60.9,41.12,25,2001-03-01,2026-01-23
AST-S_A-0476,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-5.9,5,72.9,40.05,13,2013-03-01,2025-09-26
AST-TRA-0477,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-5.9,3,81.9,28.85,3,2023-03-02,2025-10-29
AST-ENG-0478,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-5.9,3,82.9,36.5,2,2024-03-01,2025-09-22
AST-S_A-0479,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-5.9,5,85.7,34.56,7,2019-03-02,2025-10-15
AST-TRA-0480,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-6.0,4,78.7,38.05,2,2024-03-01,2026-01-20
AST-ENG-0481,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-6.0,4,82.2,44.48,9,2017-03-01,2025-09-08
AST-S_A-0482,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-6.0,5,74.2,47.35,15,2011-03-02,2025-09-29
AST-TRA-0483,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-6.0,4,86.5,44.36,4,2022-03-01,2025-12-26
AST-ENG-0484,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-6.0,3,74.7,30.3,9,2017-03-01,2025-11-13
AST-S_A-0485,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-6.0,2,68.6,44.32,19,2007-03-02,2026-02-12
AST-TRA-0486,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-6.0,4,77.4,41.26,10,2016-03-01,2026-01-26
AST-ENG-0487,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-6.0,5,84.0,34.47,24,2002-03-01,2026-01-26
AST-S_A-0488,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-6.1,4,70.6,31.13,18,2008-03-01,2026-01-28
AST-TRA-0489,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-6.1,4,91.0,37.65,25,2001-03-01,2025-10-10
AST-ENG-0490,SleeperBay,ENGINEERING,SEC-RKMP-BPL,KM-6.1,2,99.5,46.59,17,2009-03-01,2025-09-11
AST-S_A-0491,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-6.1,3,67.2,36.32,8,2018-03-01,2025-12-26
AST-TRA-0492,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-6.1,5,78.5,42.11,16,2010-03-01,2026-02-03
AST-ENG-0493,TurnoutSwitch,ENGINEERING,SEC-RKMP-BPL,KM-6.1,4,99.2,41.11,1,2025-03-01,2025-12-03
AST-S_A-0494,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-6.1,5,60.6,45.53,13,2013-03-01,2026-01-23
AST-TRA-0495,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-6.1,3,83.5,33.94,9,2017-03-01,2025-09-30
AST-ENG-0496,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-6.2,3,78.4,35.72,5,2021-03-01,2026-01-13
AST-S_A-0497,AxleCounter,S_AND_T,SEC-RKMP-BPL,KM-6.2,4,75.8,34.91,7,2019-03-02,2025-10-23
AST-TRA-0498,ContactWireSegment,TRACTION,SEC-RKMP-BPL,KM-6.2,5,78.9,39.75,7,2019-03-02,2025-09-08
AST-ENG-0499,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-6.2,5,82.4,29.17,14,2012-03-01,2025-10-20
AST-S_A-0500,PointMachine,S_AND_T,SEC-RKMP-BPL,KM-6.2,4,87.8,37.17,1,2025-03-01,2026-01-30
AST-ENG-0321,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0434,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0330,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0109,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0226,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0378,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0056,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0119,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0142,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0064,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0027,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0410,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0022,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0236,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0198,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0407,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0277,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0486,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0422,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0173,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0384,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0259,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0462,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0496,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0364,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0322,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0100,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0212,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0192,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0469,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0498,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0312,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0309,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0158,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0263,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0169,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0305,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0008,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0355,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0392,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0250,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0197,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0324,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0423,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0130,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0320,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0090,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0213,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0004,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0325,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0031,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0480,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0322,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0047,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0395,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0376,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0070,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0484,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0382,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0151,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0300,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0443,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0010,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0222,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0319,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0418,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0473,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0168,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0167,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0026,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0398,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0306,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0186,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0415,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0153,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0005,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0197,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0014,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0164,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0011,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-ENG-0249,TrackSegment,ENGINEERING,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-S_A-0189,SignalPost,S_AND_T,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
AST-TRA-0049,OHE_Mast,TRACTION,SEC-RKMP-BPL,KM-RKMP-BPL,4,75.0,35.0,10,2016-01-01,2026-01-01
